date,state,fips,cases,daily_cases,deaths,daily_deaths,total_vaccinations,total_distributed,daily_distributed,total_people_vaccinated,daily_people_vaccinated,total_people_fully_vaccinated,daily_people_fully_vaccinated,daily_vaccinations,mobility_composite
1/14/2021,Iowa,19,302559,1398,4251,19,112093,268025,3900,100805,-1054,10173,570,"6,701",-18.12880852
1/13/2021,Iowa,19,301161,1907,4232,10,112093,264125,55250,101859,9890,9603,3504,"13,402",-18.07166659
1/12/2021,Iowa,19,299254,1480,4222,83,98691,208875,18091,91969,7463,6099,6099,"9,879",-18.09563305
1/11/2021,Iowa,19,297774,1092,4139,1,90617,190784,17344,84506,7682,0,0,"9,879",-18.25671726
1/10/2021,Iowa,19,296682,511,4138,11,82379,173440,15767,76824,6984,0,0,"9,879",-18.60372849
1/9/2021,Iowa,19,296171,1409,4127,3,74890,157673,14334,69840,6349,0,0,"9,879",-19.16871443
1/8/2021,Iowa,19,294762,1573,4124,59,68082,143339,13031,63491,5772,0,0,"9,879",-19.95410008
1/7/2021,Iowa,19,293189,2413,4065,5,61893,130308,11846,57719,5247,0,0,"9,879",-20.92650143
1/6/2021,Iowa,19,290776,2478,4060,61,56266,118462,10769,52472,4770,0,0,"9,879",-22.02505785
1/5/2021,Iowa,19,288298,1942,3999,7,51151,107693,9790,47702,4337,0,0,"9,879",-23.17677655
1/4/2021,Iowa,19,286356,1641,3992,46,46501,97903,8900,43365,3942,0,0,"9,879",-24.3051178
1/3/2021,Iowa,19,284715,820,3946,0,42274,89002,8091,39423,3584,0,0,"9,879",-25.33463393
1/2/2021,Iowa,19,283895,915,3946,48,38431,80911,71032,35839,25960,0,0,"9,879",-26.19323088
1/1/2021,Iowa,19,282980,1268,3898,7,9879,9879,9879,9879,9879,0,0,"9,879",-26.81257131
12/31/2020,Iowa,19,281712,1645,3891,69,,,,,,,,,-27.13146366
12/30/2020,Iowa,19,280067,1757,3822,10,,,,,,,,,-27.10101943
12/29/2020,Iowa,19,278310,1661,3812,67,,,,,,,,,-26.69303861
12/28/2020,Iowa,19,276649,1350,3745,0,,,,,,,,,-25.91301328
12/27/2020,Iowa,19,275299,506,3745,1,,,,,,,,,-24.80566655
12/26/2020,Iowa,19,274793,527,3744,0,,,,,,,,,-23.4453085
12/25/2020,Iowa,19,274266,605,3744,5,,,,,,,,,-21.92635281
12/24/2020,Iowa,19,273661,1549,3739,71,,,,,,,,,-20.35300418
12/23/2020,Iowa,19,272112,1818,3668,15,,,,,,,,,-18.83064656
12/22/2020,Iowa,19,270294,1558,3653,64,,,,,,,,,-17.45796484
12/21/2020,Iowa,19,268736,1407,3589,0,,,,,,,,,-16.31740824
12/20/2020,Iowa,19,267329,370,3589,56,,,,,,,,,-15.4645538
12/19/2020,Iowa,19,266959,2230,3533,82,,,,,,,,,-14.91555068
12/18/2020,Iowa,19,264729,2519,3451,0,,,,,,,,,-14.63440898
12/17/2020,Iowa,19,262210,1426,3451,97,,,,,,,,,-14.54728715
12/16/2020,Iowa,19,260784,2531,3354,17,,,,,,,,,-14.56756116
12/15/2020,Iowa,19,258253,1351,3337,68,,,,,,,,,-14.61827552
12/14/2020,Iowa,19,256902,653,3269,60,,,,,,,,,-14.64475151
12/13/2020,Iowa,19,256249,1240,3209,1,,,,,,,,,-14.6250343
12/12/2020,Iowa,19,255009,1397,3208,15,,,,,,,,,-14.56605742
12/11/2020,Iowa,19,253612,2585,3193,77,,,,,,,,,-14.48384191
12/10/2020,Iowa,19,251027,2245,3116,99,,,,,,,,,-14.40051701
12/9/2020,Iowa,19,248782,2545,3017,102,,,,,,,,,-14.3450063
12/8/2020,Iowa,19,246237,252,2915,192,,,,,,,,,-14.3520409
12/7/2020,Iowa,19,245985,1296,2723,6,,,,,,,,,-14.46476381
12/6/2020,Iowa,19,244689,1304,2717,35,,,,,,,,,-14.73351998
12/5/2020,Iowa,19,243385,1854,2682,17,,,,,,,,,-15.20418158
12/4/2020,Iowa,19,241531,2809,2665,62,,,,,,,,,-15.89932791
12/3/2020,Iowa,19,238722,2563,2603,85,,,,,,,,,-16.80616352
12/2/2020,Iowa,19,236159,3097,2518,69,,,,,,,,,-17.87835667
12/1/2020,Iowa,19,233062,2428,2449,23,,,,,,,,,-19.04141457
11/30/2020,Iowa,19,230634,1944,2426,27,,,,,,,,,-20.19818998
11/29/2020,Iowa,19,228690,1509,2399,24,,,,,,,,,-21.23980422
11/28/2020,Iowa,19,227181,2116,2375,15,,,,,,,,,-22.06147134
11/27/2020,Iowa,19,225065,1742,2360,11,,,,,,,,,-22.58053065
11/26/2020,Iowa,19,223323,2035,2349,37,,,,,,,,,-22.75256369
11/25/2020,Iowa,19,221288,3502,2312,41,,,,,,,,,-22.58605091
11/24/2020,Iowa,19,217786,2994,2271,49,,,,,,,,,-22.14226704
11/23/2020,Iowa,19,214792,3128,2222,20,,,,,,,,,-21.5154313
11/22/2020,Iowa,19,211664,2461,2202,11,,,,,,,,,-20.81823309
11/21/2020,Iowa,19,209203,3285,2191,32,,,,,,,,,-20.15972391
11/20/2020,Iowa,19,205918,4346,2159,32,,,,,,,,,-19.61457168
11/19/2020,Iowa,19,201572,4040,2127,25,,,,,,,,,-19.21140231
11/18/2020,Iowa,19,197532,4336,2102,38,,,,,,,,,-18.94008338
11/17/2020,Iowa,19,193196,3599,2064,41,,,,,,,,,-18.76421214
11/16/2020,Iowa,19,189597,3283,2023,34,,,,,,,,,-18.63519487
11/15/2020,Iowa,19,186314,2757,1989,4,,,,,,,,,-18.50770189
11/14/2020,Iowa,19,183557,4667,1985,13,,,,,,,,,-18.34354746
11/13/2020,Iowa,19,178890,5489,1972,25,,,,,,,,,-18.10965834
11/12/2020,Iowa,19,173401,4944,1947,20,,,,,,,,,-17.7791762
11/11/2020,Iowa,19,168457,4630,1927,29,,,,,,,,,-17.33747935
11/10/2020,Iowa,19,163827,3917,1898,26,,,,,,,,,-16.78742775
11/9/2020,Iowa,19,159910,4327,1872,27,,,,,,,,,-16.14891939
11/8/2020,Iowa,19,155583,4944,1845,3,,,,,,,,,-15.45762313
11/7/2020,Iowa,19,150639,4372,1842,14,,,,,,,,,-14.7542639
11/6/2020,Iowa,19,146267,3472,1828,14,,,,,,,,,-14.07255077
11/5/2020,Iowa,19,142795,5480,1814,13,,,,,,,,,-13.43893096
11/4/2020,Iowa,19,137315,2739,1801,21,,,,,,,,,-12.87545951
11/3/2020,Iowa,19,134576,1879,1780,25,,,,,,,,,-12.40179128
11/2/2020,Iowa,19,132697,1600,1755,22,,,,,,,,,-12.03469871
11/1/2020,Iowa,19,131097,2299,1733,17,,,,,,,,,-11.78652465
10/31/2020,Iowa,19,128798,2825,1716,2,,,,,,,,,-11.66065125
10/30/2020,Iowa,19,125973,2741,1714,9,,,,,,,,,-11.64275077
10/29/2020,Iowa,19,123232,2321,1705,14,,,,,,,,,-11.70075992
10/28/2020,Iowa,19,120911,2059,1691,11,,,,,,,,,-11.79048052
10/27/2020,Iowa,19,118852,1654,1680,23,,,,,,,,,-11.8635886
10/26/2020,Iowa,19,117198,960,1657,22,,,,,,,,,-11.87437224
10/25/2020,Iowa,19,116238,1286,1635,1,,,,,,,,,-11.78627913
10/24/2020,Iowa,19,114952,1356,1634,5,,,,,,,,,-11.57719417
10/23/2020,Iowa,19,113596,1354,1629,12,,,,,,,,,-11.23607002
10/22/2020,Iowa,19,112242,1798,1617,23,,,,,,,,,-10.75978244
10/21/2020,Iowa,19,110444,1234,1594,18,,,,,,,,,-10.15809963
10/20/2020,Iowa,19,109210,1096,1576,28,,,,,,,,,-9.458162644
10/19/2020,Iowa,19,108114,780,1548,16,,,,,,,,,-8.701429026
10/18/2020,Iowa,19,107334,636,1532,4,,,,,,,,,-7.941581803
10/17/2020,Iowa,19,106698,952,1528,4,,,,,,,,,-7.234607418
10/16/2020,Iowa,19,105746,1514,1524,8,,,,,,,,,-6.619031239
10/15/2020,Iowa,19,104232,1327,1516,11,,,,,,,,,-6.110582936
10/14/2020,Iowa,19,102905,1374,1505,14,,,,,,,,,-5.711484435
10/13/2020,Iowa,19,101531,1080,1491,10,,,,,,,,,-5.419901981
10/12/2020,Iowa,19,100451,510,1481,19,,,,,,,,,-5.231107905
10/11/2020,Iowa,19,99941,842,1462,2,,,,,,,,,-5.141124858
10/10/2020,Iowa,19,99099,1076,1460,6,,,,,,,,,-5.139937592
10/9/2020,Iowa,19,98023,1274,1454,21,,,,,,,,,-5.196402426
10/8/2020,Iowa,19,96749,1544,1433,14,,,,,,,,,-5.260843879
10/7/2020,Iowa,19,95205,1296,1419,5,,,,,,,,,-5.284497881
10/6/2020,Iowa,19,93909,648,1414,15,,,,,,,,,-5.238651893
10/5/2020,Iowa,19,93261,517,1399,12,,,,,,,,,-5.121746803
10/4/2020,Iowa,19,92744,442,1387,6,,,,,,,,,-4.958056953
10/3/2020,Iowa,19,92302,819,1381,4,,,,,,,,,-4.783181972
10/2/2020,Iowa,19,91483,1000,1377,11,,,,,,,,,-4.622337159
10/1/2020,Iowa,19,90483,1235,1366,8,,,,,,,,,-4.485554188
9/30/2020,Iowa,19,89248,1014,1358,17,,,,,,,,,-4.375599399
9/29/2020,Iowa,19,88234,978,1341,17,,,,,,,,,-4.295181057
9/28/2020,Iowa,19,87256,632,1324,8,,,,,,,,,-4.248210086
9/27/2020,Iowa,19,86624,716,1316,2,,,,,,,,,-4.238317094
9/26/2020,Iowa,19,85908,877,1314,2,,,,,,,,,-4.261282752
9/25/2020,Iowa,19,85031,1038,1312,9,,,,,,,,,-4.295793726
9/24/2020,Iowa,19,83993,1037,1303,5,,,,,,,,,-4.310511331
9/23/2020,Iowa,19,82956,1282,1298,5,,,,,,,,,-4.284324704
9/22/2020,Iowa,19,81674,668,1293,9,,,,,,,,,-4.221629173
9/21/2020,Iowa,19,81006,596,1284,19,,,,,,,,,-4.155268202
9/20/2020,Iowa,19,80410,625,1265,0,,,,,,,,,-4.142524772
9/19/2020,Iowa,19,79785,946,1265,1,,,,,,,,,-4.244371109
9/18/2020,Iowa,19,78839,974,1264,7,,,,,,,,,-4.501637253
9/17/2020,Iowa,19,77865,1185,1257,9,,,,,,,,,-4.929528363
9/16/2020,Iowa,19,76680,958,1248,14,,,,,,,,,-5.527594921
9/15/2020,Iowa,19,75722,653,1234,1,,,,,,,,,-6.282479408
9/14/2020,Iowa,19,75069,394,1233,13,,,,,,,,,-7.159105509
9/13/2020,Iowa,19,74675,471,1220,2,,,,,,,,,-8.099159318
9/12/2020,Iowa,19,74204,805,1218,2,,,,,,,,,-9.023564687
9/11/2020,Iowa,19,73399,851,1216,8,,,,,,,,,-9.834383348
9/10/2020,Iowa,19,72548,954,1208,4,,,,,,,,,-10.42978463
9/9/2020,Iowa,19,71594,576,1204,19,,,,,,,,,-10.72969559
9/8/2020,Iowa,19,71018,481,1185,15,,,,,,,,,-10.69338439
9/7/2020,Iowa,19,70537,327,1170,3,,,,,,,,,-10.32570965
9/6/2020,Iowa,19,70210,520,1167,2,,,,,,,,,-9.680443088
9/5/2020,Iowa,19,69690,933,1165,7,,,,,,,,,-8.852724265
9/4/2020,Iowa,19,68757,1064,1158,21,,,,,,,,,-7.952349144
9/3/2020,Iowa,19,67693,1230,1137,3,,,,,,,,,-7.080699816
9/2/2020,Iowa,19,66463,617,1134,9,,,,,,,,,-6.31505208
9/1/2020,Iowa,19,65846,594,1125,5,,,,,,,,,-5.700895468
8/31/2020,Iowa,19,65252,653,1120,7,,,,,,,,,-5.256111615
8/30/2020,Iowa,19,64599,763,1113,3,,,,,,,,,-4.981051761
8/29/2020,Iowa,19,63836,1008,1110,2,,,,,,,,,-4.862039004
8/28/2020,Iowa,19,62828,1344,1108,17,,,,,,,,,-4.866711243
8/27/2020,Iowa,19,61484,2620,1091,14,,,,,,,,,-4.951315444
8/26/2020,Iowa,19,58864,1258,1077,18,,,,,,,,,-5.077353483
8/25/2020,Iowa,19,57606,665,1059,12,,,,,,,,,-5.220980327
8/24/2020,Iowa,19,56941,500,1047,10,,,,,,,,,-5.372348218
8/23/2020,Iowa,19,56441,445,1037,4,,,,,,,,,-5.530958431
8/22/2020,Iowa,19,55996,665,1033,3,,,,,,,,,-5.693817589
8/21/2020,Iowa,19,55331,798,1030,14,,,,,,,,,-5.839760036
8/20/2020,Iowa,19,54533,992,1016,5,,,,,,,,,-5.932268842
8/19/2020,Iowa,19,53541,340,1011,9,,,,,,,,,-5.9386577
8/18/2020,Iowa,19,53201,372,1002,15,,,,,,,,,-5.848143313
8/17/2020,Iowa,19,52829,382,987,12,,,,,,,,,-5.679116558
8/16/2020,Iowa,19,52447,382,975,0,,,,,,,,,-5.478629567
8/15/2020,Iowa,19,52065,793,975,3,,,,,,,,,-5.306507388
8/14/2020,Iowa,19,51272,594,972,8,,,,,,,,,-5.208261442
8/13/2020,Iowa,19,50678,705,964,11,,,,,,,,,-5.208898872
8/12/2020,Iowa,19,49973,452,953,7,,,,,,,,,-5.321052436
8/11/2020,Iowa,19,49521,357,946,11,,,,,,,,,-5.547292889
8/10/2020,Iowa,19,49164,245,935,4,,,,,,,,,-5.877215996
8/9/2020,Iowa,19,48919,608,931,5,,,,,,,,,-6.294314633
8/8/2020,Iowa,19,48311,391,926,11,,,,,,,,,-6.770248314
8/7/2020,Iowa,19,47920,361,915,3,,,,,,,,,-7.258622648
8/6/2020,Iowa,19,47559,723,912,12,,,,,,,,,-7.705894261
8/5/2020,Iowa,19,46836,605,900,12,,,,,,,,,-8.071717584
8/4/2020,Iowa,19,46231,326,888,4,,,,,,,,,-8.340717768
8/3/2020,Iowa,19,45905,182,884,6,,,,,,,,,-8.519605812
8/2/2020,Iowa,19,45723,430,878,4,,,,,,,,,-8.632363879
8/1/2020,Iowa,19,45293,540,874,2,,,,,,,,,-8.707736776
7/31/2020,Iowa,19,44753,468,872,7,,,,,,,,,-8.761977744
7/30/2020,Iowa,19,44285,662,865,11,,,,,,,,,-8.796303503
7/29/2020,Iowa,19,43623,695,854,15,,,,,,,,,-8.805824091
7/28/2020,Iowa,19,42928,232,839,3,,,,,,,,,-8.788016174
7/27/2020,Iowa,19,42696,339,836,7,,,,,,,,,-8.747127828
7/26/2020,Iowa,19,42357,471,829,3,,,,,,,,,-8.696111853
7/25/2020,Iowa,19,41886,452,826,0,,,,,,,,,-8.649630855
7/24/2020,Iowa,19,41434,638,826,6,,,,,,,,,-8.611138119
7/23/2020,Iowa,19,40796,588,820,6,,,,,,,,,-8.567889683
7/22/2020,Iowa,19,40208,487,814,6,,,,,,,,,-8.496155032
7/21/2020,Iowa,19,39721,378,808,10,,,,,,,,,-8.370028969
7/20/2020,Iowa,19,39343,530,798,5,,,,,,,,,-8.173152133
7/19/2020,Iowa,19,38813,499,793,3,,,,,,,,,-7.904779555
7/18/2020,Iowa,19,38314,411,790,5,,,,,,,,,-7.578902168
7/17/2020,Iowa,19,37903,489,785,4,,,,,,,,,-7.209353398
7/16/2020,Iowa,19,37414,878,781,4,,,,,,,,,-6.810187736
7/15/2020,Iowa,19,36536,594,777,18,,,,,,,,,-6.405461486
7/14/2020,Iowa,19,35942,311,759,4,,,,,,,,,-6.033046796
7/13/2020,Iowa,19,35631,221,755,3,,,,,,,,,-5.741069476
7/12/2020,Iowa,19,35410,715,752,4,,,,,,,,,-5.579940712
7/11/2020,Iowa,19,34695,463,748,0,,,,,,,,,-5.58458161
7/10/2020,Iowa,19,34232,916,748,6,,,,,,,,,-5.754239276
7/9/2020,Iowa,19,33316,600,742,3,,,,,,,,,-6.049272433
7/8/2020,Iowa,19,32716,563,739,7,,,,,,,,,-6.404681698
7/7/2020,Iowa,19,32153,389,732,7,,,,,,,,,-6.747534529
7/6/2020,Iowa,19,31764,152,725,4,,,,,,,,,-7.010602184
7/5/2020,Iowa,19,31612,445,721,0,,,,,,,,,-7.145959821
7/4/2020,Iowa,19,31167,536,721,0,,,,,,,,,-7.128423501
7/3/2020,Iowa,19,30631,372,721,2,,,,,,,,,-6.949943006
7/2/2020,Iowa,19,30259,641,719,2,,,,,,,,,-6.635535231
7/1/2020,Iowa,19,29618,466,717,0,,,,,,,,,-6.242977016
6/30/2020,Iowa,19,29152,278,717,5,,,,,,,,,-5.842412499
6/29/2020,Iowa,19,28874,354,712,6,,,,,,,,,-5.498242252
6/28/2020,Iowa,19,28520,317,706,2,,,,,,,,,-5.268815196
6/27/2020,Iowa,19,28203,375,704,0,,,,,,,,,-5.196247205
6/26/2020,Iowa,19,27828,444,704,2,,,,,,,,,-5.283663105
6/25/2020,Iowa,19,27384,487,702,8,,,,,,,,,-5.496742219
6/24/2020,Iowa,19,26897,427,694,4,,,,,,,,,-5.782700748
6/23/2020,Iowa,19,26470,253,690,3,,,,,,,,,-6.090582319
6/22/2020,Iowa,19,26217,197,687,1,,,,,,,,,-6.383754152
6/21/2020,Iowa,19,26020,468,686,1,,,,,,,,,-6.64875029
6/20/2020,Iowa,19,25552,128,685,4,,,,,,,,,-6.888162686
6/19/2020,Iowa,19,25424,465,681,1,,,,,,,,,-7.102866296
6/18/2020,Iowa,19,24959,343,680,3,,,,,,,,,-7.289502739
6/17/2020,Iowa,19,24616,353,677,7,,,,,,,,,-7.449796082
6/16/2020,Iowa,19,24263,153,670,9,,,,,,,,,-7.594452883
6/15/2020,Iowa,19,24110,151,661,9,,,,,,,,,-7.74158889
6/14/2020,Iowa,19,23959,167,652,1,,,,,,,,,-7.910777516
6/13/2020,Iowa,19,23792,337,651,1,,,,,,,,,-8.112390656
6/12/2020,Iowa,19,23455,352,650,9,,,,,,,,,-8.336854166
6/11/2020,Iowa,19,23103,370,641,3,,,,,,,,,-8.561708329
6/10/2020,Iowa,19,22733,462,638,9,,,,,,,,,-8.770164917
6/9/2020,Iowa,19,22271,160,629,6,,,,,,,,,-8.961897254
6/8/2020,Iowa,19,22111,317,623,17,,,,,,,,,-9.157913439
6/7/2020,Iowa,19,21794,267,606,4,,,,,,,,,-9.400822551
6/6/2020,Iowa,19,21527,195,602,5,,,,,,,,,-9.739518416
6/5/2020,Iowa,19,21332,389,597,7,,,,,,,,,-10.20907265
6/4/2020,Iowa,19,20943,567,590,16,,,,,,,,,-10.8211056
6/3/2020,Iowa,19,20376,359,574,10,,,,,,,,,-11.56867447
6/2/2020,Iowa,19,20017,228,564,6,,,,,,,,,-12.4336564
6/1/2020,Iowa,19,19789,168,558,21,,,,,,,,,-13.39068687
5/31/2020,Iowa,19,19621,285,537,6,,,,,,,,,-14.41308743
5/30/2020,Iowa,19,19336,317,531,6,,,,,,,,,-15.47208249
5/29/2020,Iowa,19,19019,347,525,15,,,,,,,,,-16.52896109
5/28/2020,Iowa,19,18672,226,510,14,,,,,,,,,-17.53223608
5/27/2020,Iowa,19,18446,447,496,16,,,,,,,,,-18.42433428
5/26/2020,Iowa,19,17999,371,480,20,,,,,,,,,-19.1624841
5/25/2020,Iowa,19,17628,194,460,4,,,,,,,,,-19.73213649
5/24/2020,Iowa,19,17434,536,456,10,,,,,,,,,-20.15333705
5/23/2020,Iowa,19,16898,388,446,5,,,,,,,,,-20.476617
5/22/2020,Iowa,19,16510,340,441,27,,,,,,,,,-20.76134293
5/21/2020,Iowa,19,16170,302,414,14,,,,,,,,,-21.06048629
5/20/2020,Iowa,19,15868,572,400,33,,,,,,,,,-21.41226213
5/19/2020,Iowa,19,15296,341,367,12,,,,,,,,,-21.83200216
5/18/2020,Iowa,19,14955,304,355,4,,,,,,,,,-22.31308169
5/17/2020,Iowa,19,14651,323,351,5,,,,,,,,,-22.83299909
5/16/2020,Iowa,19,14328,279,346,10,,,,,,,,,-23.36043524
5/15/2020,Iowa,19,14049,374,336,18,,,,,,,,,-23.86236454
5/14/2020,Iowa,19,13675,386,318,12,,,,,,,,,-24.30947848
5/13/2020,Iowa,19,13289,377,306,17,,,,,,,,,-24.68144421
5/12/2020,Iowa,19,12912,539,289,18,,,,,,,,,-24.97135056
5/11/2020,Iowa,19,12373,414,271,6,,,,,,,,,-25.18508757
5/10/2020,Iowa,19,11959,288,265,13,,,,,,,,,-25.33924845
5/9/2020,Iowa,19,11671,214,252,9,,,,,,,,,-25.45625538
5/8/2020,Iowa,19,11457,398,243,12,,,,,,,,,-25.55535445
5/7/2020,Iowa,19,11059,655,231,12,,,,,,,,,-25.64754743
5/6/2020,Iowa,19,10404,293,219,12,,,,,,,,,-25.74183731
5/5/2020,Iowa,19,10111,408,207,19,,,,,,,,,-25.85332421
5/4/2020,Iowa,19,9703,534,188,4,,,,,,,,,-26.00403598
5/3/2020,Iowa,19,9169,528,184,9,,,,,,,,,-26.22244937
5/2/2020,Iowa,19,8641,758,175,5,,,,,,,,,-26.53492413
5/1/2020,Iowa,19,7883,738,170,8,,,,,,,,,-26.95441272
4/30/2020,Iowa,19,7145,302,162,14,,,,,,,,,-27.4799056
4/29/2020,Iowa,19,6843,467,148,12,,,,,,,,,-28.09980191
4/28/2020,Iowa,19,6376,508,136,9,,,,,,,,,-28.7964984
4/27/2020,Iowa,19,5868,378,127,9,,,,,,,,,-29.55249284
4/26/2020,Iowa,19,5490,381,118,6,,,,,,,,,-30.3548664
4/25/2020,Iowa,19,5109,650,112,5,,,,,,,,,-31.19623127
4/24/2020,Iowa,19,4459,520,107,11,,,,,,,,,-32.07290395
4/23/2020,Iowa,19,3939,175,96,6,,,,,,,,,-32.98230216
4/22/2020,Iowa,19,3764,123,90,7,,,,,,,,,-33.92253607
4/21/2020,Iowa,19,3641,466,83,4,,,,,,,,,-34.89186104
4/20/2020,Iowa,19,3175,260,79,4,,,,,,,,,-35.88532782
4/19/2020,Iowa,19,2915,402,75,1,,,,,,,,,-36.89177221
4/18/2020,Iowa,19,2513,181,74,10,,,,,,,,,-37.891908
4/17/2020,Iowa,19,2332,191,64,4,,,,,,,,,-38.85725299
4/16/2020,Iowa,19,2141,146,60,7,,,,,,,,,-39.75238585
4/15/2020,Iowa,19,1995,96,53,9,,,,,,,,,-40.54085587
4/14/2020,Iowa,19,1899,189,44,0,,,,,,,,,-41.19045957
4/13/2020,Iowa,19,1710,123,44,3,,,,,,,,,-41.67719545
4/12/2020,Iowa,19,1587,77,41,7,,,,,,,,,-41.98978603
4/11/2020,Iowa,19,1510,122,34,3,,,,,,,,,-42.13336843
4/10/2020,Iowa,19,1388,118,31,4,,,,,,,,,-42.1310976
4/9/2020,Iowa,19,1270,125,27,0,,,,,,,,,-42.01639966
4/8/2020,Iowa,19,1145,97,27,1,,,,,,,,,-41.82622837
4/7/2020,Iowa,19,1048,102,26,1,,,,,,,,,-41.59615885
4/6/2020,Iowa,19,946,78,25,3,,,,,,,,,-41.35516145
4/5/2020,Iowa,19,868,82,22,11,,,,,,,,,-41.12410858
4/4/2020,Iowa,19,786,87,11,0,,,,,,,,,-40.91674131
4/3/2020,Iowa,19,699,85,11,0,,,,,,,,,-40.73949646
4/2/2020,Iowa,19,614,65,11,2,,,,,,,,,-40.59158599
4/1/2020,Iowa,19,549,51,9,2,,,,,,,,,-40.4656692
3/31/2020,Iowa,19,498,74,7,1,,,,,,,,,-40.34628658
3/30/2020,Iowa,19,424,88,6,2,,,,,,,,,-40.20835512
3/29/2020,Iowa,19,336,38,4,1,,,,,,,,,-40.01753626
3/28/2020,Iowa,19,298,62,3,0,,,,,,,,,-39.73047653
3/27/2020,Iowa,19,236,57,3,2,,,,,,,,,-39.29629363
3/26/2020,Iowa,19,179,32,1,0,,,,,,,,,-38.6584904
3/25/2020,Iowa,19,147,23,1,0,,,,,,,,,-37.75805908
3/24/2020,Iowa,19,124,19,1,1,,,,,,,,,-36.53778572
3/23/2020,Iowa,19,105,15,0,0,,,,,,,,,-34.94714561
3/22/2020,Iowa,19,90,22,0,0,,,,,,,,,-32.94844539
3/21/2020,Iowa,19,68,23,0,0,,,,,,,,,-30.52335417
3/20/2020,Iowa,19,45,1,0,0,,,,,,,,,-27.67961699
3/19/2020,Iowa,19,44,6,0,0,,,,,,,,,-24.45583233
3/18/2020,Iowa,19,38,9,0,0,,,,,,,,,-20.92591339
3/17/2020,Iowa,19,29,7,0,0,,,,,,,,,-17.1998596
3/16/2020,Iowa,19,22,0,0,0,,,,,,,,,-13.41653735
3/15/2020,Iowa,19,22,4,0,0,,,,,,,,,-9.729446433
3/14/2020,Iowa,19,18,1,0,0,,,,,,,,,-6.286420561
3/13/2020,Iowa,19,17,1,0,0,,,,,,,,,-3.210183545
3/12/2020,Iowa,19,16,2,0,0,,,,,,,,,-0.5860495559
3/11/2020,Iowa,19,14,1,0,0,,,,,,,,,1.544239046
3/10/2020,Iowa,19,13,5,0,0,,,,,,,,,3.175696402
3/9/2020,Iowa,19,8,5,0,0,,,,,,,,,4.333032213
3/8/2020,Iowa,19,3,3,0,0,,,,,,,,,5.060785492
3/13/2021,Kansas,20,300702,4,4824,0,850639,1257325,6180,586038,3207,306140,2570,"20,392",-1.669519346
3/12/2021,Kansas,20,300698,396,4824,-27,847260,1251145,44350,582831,34339,303570,18774,"23,459",-1.669519346
3/11/2021,Kansas,20,300302,41,4851,0,796242,1206795,12000,548492,16414,284796,11585,"19,300",-1.669519346
3/10/2021,Kansas,20,300261,738,4851,35,769636,1194795,100100,532078,10931,273211,7996,"17,816",-1.669519346
3/9/2021,Kansas,20,299523,20,4816,0,751652,1094695,3070,521147,6093,265215,3264,"17,443",-1.669519346
3/8/2021,Kansas,20,299503,603,4816,4,742945,1091625,0,515054,29750,261951,17896,"17,429",-1.669519346
3/7/2021,Kansas,20,298900,0,4812,0,734335,1091625,0,485304,16187,244055,10222,"17,796",-1.669519346
3/6/2021,Kansas,20,298900,3,4812,0,707897,1091625,5810,469117,15870,233833,8916,"17,771",-1.669519346
3/5/2021,Kansas,20,298897,679,4812,-4,683046,1085815,41390,453247,13494,224917,8306,"17,467",-1.669519346
3/4/2021,Kansas,20,298218,40,4816,0,661143,1044425,40360,439753,9900,216611,6260,"16,959",-1.669519346
3/3/2021,Kansas,20,298178,718,4816,73,644921,1004065,135180,429853,8704,210351,6620,"16,288",-1.669519346
3/2/2021,Kansas,20,297460,24,4743,0,629548,868885,1300,421149,4038,203731,4465,"16,024",-1.669519346
3/1/2021,Kansas,20,297436,638,4743,8,620939,867585,0,417111,8610,199266,2485,"15,173",-2.268597885
2/28/2021,Kansas,20,296798,0,4735,0,609765,867585,0,408501,14150,196781,12083,"14,348",-3.017920699
2/27/2021,Kansas,20,296798,0,4735,0,583498,867585,5940,394351,10693,184698,11954,"13,537",-3.931912213
2/26/2021,Kansas,20,296798,751,4735,11,560776,861645,22070,383658,10414,172744,7804,"13,437",-5.022164216
2/25/2021,Kansas,20,296047,56,4724,0,542433,839575,85080,373244,5431,164940,5996,"17,801",-6.295988789
2/24/2021,Kansas,20,295991,1106,4724,81,530904,754495,54600,367813,6996,158944,6473,"17,963",-7.756503753
2/23/2021,Kansas,20,294885,12,4643,0,517379,699895,54095,360817,1548,152471,1096,"17,162",-9.402126372
2/22/2021,Kansas,20,294873,863,4643,29,514728,645800,0,359269,2368,151375,2997,"17,302",-11.22128731
2/21/2021,Kansas,20,294010,0,4614,0,509332,645800,0,356901,10936,148378,9613,"17,050",-13.18642669
2/20/2021,Kansas,20,294010,141,4614,0,488738,645800,20825,345965,11853,138765,10151,"17,264",-15.24773645
2/19/2021,Kansas,20,293869,1907,4614,88,466718,624975,43000,334112,31947,128614,15963,"16,568",-17.32789472
2/18/2021,Kansas,20,291962,94,4526,5,417825,581975,0,302165,6215,112651,6402,"12,129",-19.32736837
2/17/2021,Kansas,20,291868,1312,4521,115,405166,581975,0,295950,4224,106249,3648,"12,215",-21.14005287
2/16/2021,Kansas,20,290556,46,4406,0,397247,581975,0,291726,2023,102601,1605,"13,096",-22.67075551
2/15/2021,Kansas,20,290510,1285,4406,42,393615,581975,0,289703,2023,100997,1605,"12,932",-23.8489131
