date,state,fips,cases,daily_cases,deaths,daily_deaths,total_vaccinations,total_distributed,daily_distributed,total_people_vaccinated,daily_people_vaccinated,total_people_fully_vaccinated,daily_people_fully_vaccinated,daily_vaccinations,mobility_composite
11/30/2020,Indiana,18,341694,5667,5723,38,,,,,,,,,-26.57714931
11/29/2020,Indiana,18,336027,4302,5685,22,,,,,,,,,-27.20139869
11/28/2020,Indiana,18,331725,4491,5663,69,,,,,,,,,-27.64263019
11/27/2020,Indiana,18,327234,5639,5594,33,,,,,,,,,-27.84776601
11/26/2020,Indiana,18,321595,6383,5561,63,,,,,,,,,-27.78751227
11/25/2020,Indiana,18,315212,5994,5498,63,,,,,,,,,-27.46805342
11/24/2020,Indiana,18,309218,5643,5435,103,,,,,,,,,-26.93176541
11/23/2020,Indiana,18,303575,5554,5332,27,,,,,,,,,-26.24305584
11/22/2020,Indiana,18,298021,6183,5305,59,,,,,,,,,-25.47539157
11/21/2020,Indiana,18,291838,6878,5246,40,,,,,,,,,-24.69902842
11/20/2020,Indiana,18,284960,6818,5206,63,,,,,,,,,-23.96840276
11/19/2020,Indiana,18,278142,7295,5143,59,,,,,,,,,-23.3163657
11/18/2020,Indiana,18,270847,6037,5084,59,,,,,,,,,-22.75613382
11/17/2020,Indiana,18,264810,5492,5025,89,,,,,,,,,-22.28486398
11/16/2020,Indiana,18,259318,5146,4936,26,,,,,,,,,-21.88935009
11/15/2020,Indiana,18,254172,6706,4910,22,,,,,,,,,-21.55166808
11/14/2020,Indiana,18,247466,8327,4888,25,,,,,,,,,-21.25444458
11/13/2020,Indiana,18,239139,5599,4863,50,,,,,,,,,-20.98380999
11/12/2020,Indiana,18,233540,6605,4813,51,,,,,,,,,-20.72971715
11/11/2020,Indiana,18,226935,5041,4762,31,,,,,,,,,-20.48611168
11/10/2020,Indiana,18,221894,4866,4731,67,,,,,,,,,-20.25007662
11/9/2020,Indiana,18,217028,4133,4664,35,,,,,,,,,-20.0207423
11/8/2020,Indiana,18,212895,4652,4629,37,,,,,,,,,-19.79686194
11/7/2020,Indiana,18,208243,4911,4592,45,,,,,,,,,-19.57480468
11/6/2020,Indiana,18,203332,4648,4547,36,,,,,,,,,-19.34648678
11/5/2020,Indiana,18,198684,4423,4511,47,,,,,,,,,-19.09984133
11/4/2020,Indiana,18,194261,3706,4464,25,,,,,,,,,-18.82384816
11/3/2020,Indiana,18,190555,2890,4439,49,,,,,,,,,-18.51295206
11/2/2020,Indiana,18,187665,3076,4390,26,,,,,,,,,-18.16930666
11/1/2020,Indiana,18,184589,2752,4364,32,,,,,,,,,-17.80167777
10/31/2020,Indiana,18,181837,3465,4332,46,,,,,,,,,-17.42249369
10/30/2020,Indiana,18,178372,3182,4286,26,,,,,,,,,-17.0433006
10/29/2020,Indiana,18,175190,3624,4260,33,,,,,,,,,-16.6713287
10/28/2020,Indiana,18,171566,2570,4227,33,,,,,,,,,-16.31040562
10/27/2020,Indiana,18,168996,1986,4194,51,,,,,,,,,-15.96277292
10/26/2020,Indiana,18,167010,1972,4143,13,,,,,,,,,-15.62953593
10/25/2020,Indiana,18,165038,2152,4130,12,,,,,,,,,-15.31195527
10/24/2020,Indiana,18,162886,2741,4118,26,,,,,,,,,-15.01102645
10/23/2020,Indiana,18,160145,2467,4092,27,,,,,,,,,-14.72427476
10/22/2020,Indiana,18,157678,2856,4065,42,,,,,,,,,-14.44602334
10/21/2020,Indiana,18,154822,1734,4023,15,,,,,,,,,-14.17234008
10/20/2020,Indiana,18,153088,1500,4008,48,,,,,,,,,-13.9029811
10/19/2020,Indiana,18,151588,1583,3960,23,,,,,,,,,-13.64248554
10/18/2020,Indiana,18,150005,1605,3937,19,,,,,,,,,-13.39889044
10/17/2020,Indiana,18,148400,2485,3918,31,,,,,,,,,-13.1767179
10/16/2020,Indiana,18,145915,2298,3887,23,,,,,,,,,-12.96654899
10/15/2020,Indiana,18,143617,1947,3864,28,,,,,,,,,-12.74435171
10/14/2020,Indiana,18,141670,1165,3836,14,,,,,,,,,-12.48647278
10/13/2020,Indiana,18,140505,1572,3822,27,,,,,,,,,-12.1806933
10/12/2020,Indiana,18,138933,1574,3795,6,,,,,,,,,-11.82938206
10/11/2020,Indiana,18,137359,1570,3789,7,,,,,,,,,-11.45009023
10/10/2020,Indiana,18,135789,1925,3782,21,,,,,,,,,-11.06926144
10/9/2020,Indiana,18,133864,1834,3761,19,,,,,,,,,-10.70509514
10/8/2020,Indiana,18,132030,1461,3742,15,,,,,,,,,-10.36231474
10/7/2020,Indiana,18,130569,1288,3727,16,,,,,,,,,-10.03977566
10/6/2020,Indiana,18,129281,996,3711,30,,,,,,,,,-9.735561938
10/5/2020,Indiana,18,128285,784,3681,7,,,,,,,,,-9.457321628
10/4/2020,Indiana,18,127501,1087,3674,5,,,,,,,,,-9.224913489
10/3/2020,Indiana,18,126414,1455,3669,13,,,,,,,,,-9.062536579
10/2/2020,Indiana,18,124959,1500,3656,11,,,,,,,,,-8.985030976
10/1/2020,Indiana,18,123459,1164,3645,13,,,,,,,,,-8.989146136
9/30/2020,Indiana,18,122295,968,3632,20,,,,,,,,,-9.058089881
9/29/2020,Indiana,18,121327,746,3612,21,,,,,,,,,-9.169336288
9/28/2020,Indiana,18,120581,860,3591,11,,,,,,,,,-9.304316562
9/27/2020,Indiana,18,119721,902,3580,3,,,,,,,,,-9.451076846
9/26/2020,Indiana,18,118819,1163,3577,11,,,,,,,,,-9.601987979
9/25/2020,Indiana,18,117656,1175,3566,18,,,,,,,,,-9.747931488
9/24/2020,Indiana,18,116481,903,3548,18,,,,,,,,,-9.877996598
9/23/2020,Indiana,18,115578,714,3530,10,,,,,,,,,-9.985477708
9/22/2020,Indiana,18,114864,613,3520,8,,,,,,,,,-10.07193431
9/21/2020,Indiana,18,114251,523,3512,6,,,,,,,,,-10.1484356
9/20/2020,Indiana,18,113728,746,3506,3,,,,,,,,,-10.2340969
9/19/2020,Indiana,18,112982,1082,3503,8,,,,,,,,,-10.35112182
9/18/2020,Indiana,18,111900,1037,3495,17,,,,,,,,,-10.51711128
9/17/2020,Indiana,18,110863,838,3478,6,,,,,,,,,-10.74179797
9/16/2020,Indiana,18,110025,580,3472,12,,,,,,,,,-11.03005986
9/15/2020,Indiana,18,109445,690,3460,21,,,,,,,,,-11.38303163
9/14/2020,Indiana,18,108755,735,3439,1,,,,,,,,,-11.79719308
9/13/2020,Indiana,18,108020,1243,3438,1,,,,,,,,,-12.26277896
9/12/2020,Indiana,18,106777,1074,3437,17,,,,,,,,,-12.76086758
9/11/2020,Indiana,18,105703,1274,3420,10,,,,,,,,,-13.25888194
9/10/2020,Indiana,18,104429,788,3410,13,,,,,,,,,-13.71175153
9/9/2020,Indiana,18,103641,724,3397,17,,,,,,,,,-14.07155463
9/8/2020,Indiana,18,102917,390,3380,12,,,,,,,,,-14.29954854
9/7/2020,Indiana,18,102527,590,3368,4,,,,,,,,,-14.37370757
9/6/2020,Indiana,18,101937,843,3364,2,,,,,,,,,-14.29445677
9/5/2020,Indiana,18,101094,1083,3362,12,,,,,,,,,-14.08685659
9/4/2020,Indiana,18,100011,1040,3350,18,,,,,,,,,-13.78971499
9/3/2020,Indiana,18,98971,1118,3332,7,,,,,,,,,-13.4451137
9/2/2020,Indiana,18,97853,865,3325,13,,,,,,,,,-13.09215819
9/1/2020,Indiana,18,96988,711,3312,16,,,,,,,,,-12.76099267
8/31/2020,Indiana,18,96277,883,3296,5,,,,,,,,,-12.47169463
8/30/2020,Indiana,18,95394,882,3291,6,,,,,,,,,-12.23576251
8/29/2020,Indiana,18,94512,1125,3285,8,,,,,,,,,-12.05735074
8/28/2020,Indiana,18,93387,821,3277,11,,,,,,,,,-11.93222365
8/27/2020,Indiana,18,92566,1163,3266,7,,,,,,,,,-11.85109736
8/26/2020,Indiana,18,91403,943,3259,18,,,,,,,,,-11.80757745
8/25/2020,Indiana,18,90460,858,3241,16,,,,,,,,,-11.80179261
8/24/2020,Indiana,18,89602,1660,3225,5,,,,,,,,,-11.84020552
8/23/2020,Indiana,18,87942,617,3220,2,,,,,,,,,-11.93275456
8/22/2020,Indiana,18,87325,1013,3218,10,,,,,,,,,-12.08630894
8/21/2020,Indiana,18,86312,1055,3208,17,,,,,,,,,-12.29593968
8/20/2020,Indiana,18,85257,949,3191,11,,,,,,,,,-12.54375982
8/19/2020,Indiana,18,84308,509,3180,15,,,,,,,,,-12.80687927
8/18/2020,Indiana,18,83799,890,3165,30,,,,,,,,,-13.06423862
8/17/2020,Indiana,18,82909,605,3135,2,,,,,,,,,-13.30112412
8/16/2020,Indiana,18,82304,743,3133,5,,,,,,,,,-13.51196073
8/15/2020,Indiana,18,81561,1054,3128,15,,,,,,,,,-13.69849892
8/14/2020,Indiana,18,80507,1103,3113,8,,,,,,,,,-13.86285021
8/13/2020,Indiana,18,79404,1067,3105,19,,,,,,,,,-14.00613027
8/12/2020,Indiana,18,78337,712,3086,17,,,,,,,,,-14.13295346
8/11/2020,Indiana,18,77625,891,3069,25,,,,,,,,,-14.25163465
8/10/2020,Indiana,18,76734,663,3044,3,,,,,,,,,-14.37201894
8/9/2020,Indiana,18,76071,1046,3041,5,,,,,,,,,-14.50674084
8/8/2020,Indiana,18,75025,1039,3036,13,,,,,,,,,-14.67161858
8/7/2020,Indiana,18,73986,1245,3023,10,,,,,,,,,-14.873232
8/6/2020,Indiana,18,72741,1056,3013,6,,,,,,,,,-15.10308062
8/5/2020,Indiana,18,71685,741,3007,11,,,,,,,,,-15.34260837
8/4/2020,Indiana,18,70944,833,2996,16,,,,,,,,,-15.5687066
8/3/2020,Indiana,18,70111,580,2980,5,,,,,,,,,-15.75875101
8/2/2020,Indiana,18,69531,758,2975,4,,,,,,,,,-15.89489743
8/1/2020,Indiana,18,68773,973,2971,6,,,,,,,,,-15.96457709
7/31/2020,Indiana,18,67800,917,2965,19,,,,,,,,,-15.95741772
7/30/2020,Indiana,18,66883,965,2946,14,,,,,,,,,-15.86697177
7/29/2020,Indiana,18,65918,660,2932,8,,,,,,,,,-15.69585379
7/28/2020,Indiana,18,65258,841,2924,18,,,,,,,,,-15.45699872
7/27/2020,Indiana,18,64417,536,2906,3,,,,,,,,,-15.16962473
7/26/2020,Indiana,18,63881,851,2903,8,,,,,,,,,-14.85473577
7/25/2020,Indiana,18,63030,949,2895,11,,,,,,,,,-14.53039711
7/24/2020,Indiana,18,62081,1002,2884,4,,,,,,,,,-14.2050518
7/23/2020,Indiana,18,61079,953,2880,17,,,,,,,,,-13.87715712
7/22/2020,Indiana,18,60126,782,2863,17,,,,,,,,,-13.54075628
7/21/2020,Indiana,18,59344,737,2846,21,,,,,,,,,-13.18972384
7/20/2020,Indiana,18,58607,642,2825,3,,,,,,,,,-12.82376115
7/19/2020,Indiana,18,57965,920,2822,2,,,,,,,,,-12.45015606
7/18/2020,Indiana,18,57045,885,2820,17,,,,,,,,,-12.08254969
7/17/2020,Indiana,18,56160,747,2803,8,,,,,,,,,-11.73541263
7/16/2020,Indiana,18,55413,715,2795,10,,,,,,,,,-11.42148517
7/15/2020,Indiana,18,54698,697,2785,10,,,,,,,,,-11.15530365
7/14/2020,Indiana,18,54001,674,2775,13,,,,,,,,,-10.95400032
7/13/2020,Indiana,18,53327,435,2762,2,,,,,,,,,-10.83487077
7/12/2020,Indiana,18,52892,534,2760,4,,,,,,,,,-10.81217938
7/11/2020,Indiana,18,52358,791,2756,8,,,,,,,,,-10.89307768
7/10/2020,Indiana,18,51567,738,2748,9,,,,,,,,,-11.07209749
7/9/2020,Indiana,18,50829,520,2739,7,,,,,,,,,-11.33104909
7/8/2020,Indiana,18,50309,450,2732,15,,,,,,,,,-11.64327708
7/7/2020,Indiana,18,49859,299,2717,19,,,,,,,,,-11.97282718
7/6/2020,Indiana,18,49560,357,2698,5,,,,,,,,,-12.27860685
7/5/2020,Indiana,18,49203,575,2693,6,,,,,,,,,-12.5242052
7/4/2020,Indiana,18,48628,529,2687,5,,,,,,,,,-12.68031973
7/3/2020,Indiana,18,48099,546,2682,20,,,,,,,,,-12.72381678
7/2/2020,Indiana,18,47553,437,2662,12,,,,,,,,,-12.6521917
7/1/2020,Indiana,18,47116,376,2650,10,,,,,,,,,-12.48637787
6/30/2020,Indiana,18,46740,370,2640,16,,,,,,,,,-12.25855556
6/29/2020,Indiana,18,46370,299,2624,5,,,,,,,,,-12.00151999
6/28/2020,Indiana,18,46071,364,2619,3,,,,,,,,,-11.75032186
6/27/2020,Indiana,18,45707,438,2616,21,,,,,,,,,-11.53717619
6/26/2020,Indiana,18,45269,490,2595,9,,,,,,,,,-11.3785647
6/25/2020,Indiana,18,44779,519,2586,8,,,,,,,,,-11.28042514
6/24/2020,Indiana,18,44260,293,2578,9,,,,,,,,,-11.24591279
6/23/2020,Indiana,18,43967,258,2569,16,,,,,,,,,-11.27568085
6/22/2020,Indiana,18,43709,213,2553,13,,,,,,,,,-11.36866005
6/21/2020,Indiana,18,43496,361,2540,4,,,,,,,,,-11.52343462
6/20/2020,Indiana,18,43135,334,2536,20,,,,,,,,,-11.73820877
6/19/2020,Indiana,18,42801,321,2516,25,,,,,,,,,-12.00547314
6/18/2020,Indiana,18,42480,444,2491,16,,,,,,,,,-12.31069034
6/17/2020,Indiana,18,42036,256,2475,28,,,,,,,,,-12.63857591
6/16/2020,Indiana,18,41780,358,2447,14,,,,,,,,,-12.97604735
6/15/2020,Indiana,18,41422,521,2433,11,,,,,,,,,-13.31286801
6/14/2020,Indiana,18,40901,366,2422,9,,,,,,,,,-13.64167148
6/13/2020,Indiana,18,40535,421,2413,17,,,,,,,,,-13.95687699
6/12/2020,Indiana,18,40114,400,2396,16,,,,,,,,,-14.25179454
6/11/2020,Indiana,18,39714,417,2380,25,,,,,,,,,-14.52063768
6/10/2020,Indiana,18,39297,312,2355,16,,,,,,,,,-14.76407502
6/9/2020,Indiana,18,38985,432,2339,23,,,,,,,,,-14.99067965
6/8/2020,Indiana,18,38553,225,2316,13,,,,,,,,,-15.21760556
6/7/2020,Indiana,18,38328,400,2303,11,,,,,,,,,-15.46875934
6/6/2020,Indiana,18,37928,429,2292,34,,,,,,,,,-15.76824631
6/5/2020,Indiana,18,37499,494,2258,27,,,,,,,,,-16.13300419
6/4/2020,Indiana,18,37005,396,2231,24,,,,,,,,,-16.57028788
6/3/2020,Indiana,18,36609,480,2207,10,,,,,,,,,-17.08178647
6/2/2020,Indiana,18,36129,445,2197,55,,,,,,,,,-17.66563674
6/1/2020,Indiana,18,35684,255,2142,8,,,,,,,,,-18.31633285
5/31/2020,Indiana,18,35429,365,2134,9,,,,,,,,,-19.02463141
5/30/2020,Indiana,18,35064,665,2125,15,,,,,,,,,-19.77692082
5/29/2020,Indiana,18,34399,514,2110,42,,,,,,,,,-20.55252633
5/28/2020,Indiana,18,33885,643,2068,38,,,,,,,,,-21.32440027
5/27/2020,Indiana,18,33242,386,2030,26,,,,,,,,,-22.06583216
5/26/2020,Indiana,18,32856,367,2004,20,,,,,,,,,-22.75853488
5/25/2020,Indiana,18,32489,338,1984,8,,,,,,,,,-23.39639814
5/24/2020,Indiana,18,32151,477,1976,12,,,,,,,,,-23.9870692
5/23/2020,Indiana,18,31674,509,1964,23,,,,,,,,,-24.55129303
5/22/2020,Indiana,18,31165,492,1941,28,,,,,,,,,-25.11165719
5/21/2020,Indiana,18,30673,687,1913,49,,,,,,,,,-25.6851818
5/20/2020,Indiana,18,29986,584,1864,40,,,,,,,,,-26.28141737
5/19/2020,Indiana,18,29402,505,1824,59,,,,,,,,,-26.90003244
5/18/2020,Indiana,18,28897,478,1765,14,,,,,,,,,-27.5322548
5/17/2020,Indiana,18,28419,500,1751,10,,,,,,,,,-28.16377411
5/16/2020,Indiana,18,27919,638,1741,50,,,,,,,,,-28.77857065
5/15/2020,Indiana,18,27281,654,1691,45,,,,,,,,,-29.36206427
5/14/2020,Indiana,18,26627,583,1646,27,,,,,,,,,-29.90235031
5/13/2020,Indiana,18,26044,368,1619,41,,,,,,,,,-30.39311994
5/12/2020,Indiana,18,25676,542,1578,38,,,,,,,,,-30.83453261
5/11/2020,Indiana,18,25134,501,1540,32,,,,,,,,,-31.23180284
5/10/2020,Indiana,18,24633,394,1508,18,,,,,,,,,-31.59495456
5/9/2020,Indiana,18,24239,619,1490,43,,,,,,,,,-31.93854348
5/8/2020,Indiana,18,23620,678,1447,33,,,,,,,,,-32.27905295
5/7/2020,Indiana,18,22942,656,1414,37,,,,,,,,,-32.63229825
5/6/2020,Indiana,18,22286,863,1377,51,,,,,,,,,-33.01495736
5/5/2020,Indiana,18,21423,568,1326,62,,,,,,,,,-33.44341871
5/4/2020,Indiana,18,20855,588,1264,18,,,,,,,,,-33.93150617
5/3/2020,Indiana,18,20267,638,1246,17,,,,,,,,,-34.48832976
5/2/2020,Indiana,18,19629,688,1229,54,,,,,,,,,-35.11572926
5/1/2020,Indiana,18,18941,842,1175,61,,,,,,,,,-35.80762585
4/30/2020,Indiana,18,18099,690,1114,49,,,,,,,,,-36.55090369
4/29/2020,Indiana,18,17409,626,1065,73,,,,,,,,,-37.32865838
4/28/2020,Indiana,18,16783,646,992,60,,,,,,,,,-38.1235426
4/27/2020,Indiana,18,16137,950,932,4,,,,,,,,,-38.92013985
4/26/2020,Indiana,18,15187,620,928,31,,,,,,,,,-39.70611967
4/25/2020,Indiana,18,14567,719,897,46,,,,,,,,,-40.47290478
4/24/2020,Indiana,18,13848,652,851,40,,,,,,,,,-41.21591026
4/23/2020,Indiana,18,13196,621,811,47,,,,,,,,,-41.93378711
4/22/2020,Indiana,18,12575,361,764,33,,,,,,,,,-42.62835093
4/21/2020,Indiana,18,12214,430,731,65,,,,,,,,,-43.30412845
4/20/2020,Indiana,18,11784,483,666,14,,,,,,,,,-43.9652882
4/19/2020,Indiana,18,11301,571,652,19,,,,,,,,,-44.61294129
4/18/2020,Indiana,18,10730,495,633,34,,,,,,,,,-45.24430613
4/17/2020,Indiana,18,10235,616,599,45,,,,,,,,,-45.85365484
4/16/2020,Indiana,18,9619,589,554,43,,,,,,,,,-46.43426068
4/15/2020,Indiana,18,9030,432,511,53,,,,,,,,,-46.98190542
4/14/2020,Indiana,18,8598,298,458,44,,,,,,,,,-47.49626658
4/13/2020,Indiana,18,8300,310,414,9,,,,,,,,,-47.98159204
4/12/2020,Indiana,18,7990,496,405,16,,,,,,,,,-48.44745443
4/11/2020,Indiana,18,7494,534,389,36,,,,,,,,,-48.90951869
4/10/2020,Indiana,18,6960,560,353,58,,,,,,,,,-49.38907994
4/9/2020,Indiana,18,6400,414,295,49,,,,,,,,,-49.90880051
4/8/2020,Indiana,18,5986,442,246,38,,,,,,,,,-50.48885283
4/7/2020,Indiana,18,5544,558,208,37,,,,,,,,,-51.14206244
4/6/2020,Indiana,18,4986,549,171,20,,,,,,,,,-51.86930586
4/5/2020,Indiana,18,4437,462,151,15,,,,,,,,,-52.65660576
4/4/2020,Indiana,18,3975,520,136,18,,,,,,,,,-53.47373449
4/3/2020,Indiana,18,3455,399,118,24,,,,,,,,,-54.27443452
4/2/2020,Indiana,18,3056,478,94,14,,,,,,,,,-55.0002256
4/1/2020,Indiana,18,2578,401,80,19,,,,,,,,,-55.58855714
3/31/2020,Indiana,18,2177,380,61,17,,,,,,,,,-55.97775658
3/30/2020,Indiana,18,1797,275,44,4,,,,,,,,,-56.10948435
3/29/2020,Indiana,18,1522,283,40,2,,,,,,,,,-55.93085512
3/28/2020,Indiana,18,1239,247,38,6,,,,,,,,,-55.39649958
3/27/2020,Indiana,18,992,331,32,9,,,,,,,,,-54.47049751
3/26/2020,Indiana,18,661,177,23,4,,,,,,,,,-53.12751645
3/25/2020,Indiana,18,484,113,19,2,,,,,,,,,-51.35372733
3/24/2020,Indiana,18,371,107,17,5,,,,,,,,,-49.14706201
3/23/2020,Indiana,18,264,60,12,3,,,,,,,,,-46.51727396
3/22/2020,Indiana,18,204,76,9,3,,,,,,,,,-43.48526259
3/21/2020,Indiana,18,128,47,6,1,,,,,,,,,-40.08335851
3/20/2020,Indiana,18,81,25,5,3,,,,,,,,,-36.35696439
3/19/2020,Indiana,18,56,17,2,0,,,,,,,,,-32.36484204
3/18/2020,Indiana,18,39,9,2,0,,,,,,,,,-28.18039546
3/17/2020,Indiana,18,30,6,2,1,,,,,,,,,-23.89242266
3/16/2020,Indiana,18,24,5,1,1,,,,,,,,,-19.6031048
3/15/2020,Indiana,18,19,4,0,0,,,,,,,,,-15.42160402
3/14/2020,Indiana,18,15,3,0,0,,,,,,,,,-11.45451839
3/13/2020,Indiana,18,12,0,0,0,,,,,,,,,-7.797446334
3/12/2020,Indiana,18,12,1,0,0,,,,,,,,,-4.528143717
3/11/2020,Indiana,18,11,5,0,0,,,,,,,,,-1.701876377
3/10/2020,Indiana,18,6,2,0,0,,,,,,,,,0.649357896
3/9/2020,Indiana,18,4,2,0,0,,,,,,,,,2.516411504
3/8/2020,Indiana,18,2,1,0,0,,,,,,,,,3.912038232
3/7/2020,Indiana,18,1,0,0,0,,,,,,,,,4.870391163
3/6/2020,Indiana,18,1,1,0,0,,,,,,,,,5.448734675
3/13/2021,Iowa,19,342705,362,5634,2,1114523,1288785,31440,734296,35190,407675,47988,"36,182",-7.128867265
3/12/2021,Iowa,19,342343,506,5632,10,1034296,1257345,25690,699106,18719,359687,20178,"33,312",-7.128867265
3/11/2021,Iowa,19,341837,459,5622,20,999390,1231655,35390,680387,16987,339509,16382,"32,297",-7.128867265
3/10/2021,Iowa,19,341378,487,5602,27,969877,1196265,34100,663400,9946,323127,9693,"30,860",-7.128867265
3/9/2021,Iowa,19,340891,763,5575,15,952377,1162165,55410,653454,5806,313434,8746,"30,238",-7.128867265
3/8/2021,Iowa,19,340128,456,5560,1,940050,1106755,0,647648,20149,304688,33082,"29,315",-7.128867265
3/7/2021,Iowa,19,339672,161,5559,6,906470,1106755,0,627499,24042,271606,21116,"27,631",-7.128867265
3/6/2021,Iowa,19,339511,390,5553,4,861247,1106755,38100,603457,25563,250490,34154,"25,236",-7.128867265
3/5/2021,Iowa,19,339121,533,5549,13,801113,1068655,47810,577894,14308,216336,13420,"21,006",-7.128867265
3/4/2021,Iowa,19,338588,579,5536,35,773314,1020845,37500,563586,10115,202916,9273,"20,308",-7.128867265
3/3/2021,Iowa,19,338009,513,5501,3,753860,983345,43300,553471,6555,193643,6409,"18,878",-7.128867265
3/2/2021,Iowa,19,337496,606,5498,26,740713,940045,38300,546916,3889,187234,1979,"17,969",-6.300539928
3/1/2021,Iowa,19,336890,435,5472,2,734845,901745,0,543027,12286,185255,9478,"17,665",-5.708913286
2/28/2021,Iowa,19,336455,185,5470,0,713054,901745,0,530741,19117,175777,9223,"16,224",-5.436323007
2/27/2021,Iowa,19,336270,430,5470,7,684596,901745,29400,511624,24527,166554,5891,"15,317",-5.542586116
2/26/2021,Iowa,19,335840,618,5463,25,654074,872345,34830,487097,17863,160663,4996,"14,481",-6.052133212
2/25/2021,Iowa,19,335222,557,5438,23,631160,837515,44900,469234,6812,155667,2453,"17,644",-6.941780284
2/24/2021,Iowa,19,334665,703,5415,15,621717,792615,46140,462422,4929,153214,1783,"18,033",-8.149722918
2/23/2021,Iowa,19,333962,875,5400,26,614928,746475,38610,457493,2701,151431,1039,"18,460",-9.591047545
2/22/2021,Iowa,19,333087,447,5374,38,611188,707865,0,454792,8920,150392,2777,"20,011",-11.17214655
2/21/2021,Iowa,19,332640,415,5336,0,599489,707865,0,445872,15443,147615,6511,"20,425",-12.80627649
2/20/2021,Iowa,19,332225,478,5336,0,577374,707865,37965,430429,18503,141104,6109,"20,700",-14.42397199
2/19/2021,Iowa,19,331747,245,5336,15,552706,669900,21300,411926,34078,134995,10884,"20,590",-15.96882575
2/18/2021,Iowa,19,331502,596,5321,15,507650,648600,29600,377848,10271,124111,1820,"17,183",-17.39209563
2/17/2021,Iowa,19,330906,588,5306,43,495487,619000,3900,367577,7276,122291,2426,"18,104",-18.65519898
2/16/2021,Iowa,19,330318,592,5263,26,485710,615100,8687.5,360301,12265,119865,2229,"19,130",-19.73255343
2/15/2021,Iowa,19,329726,468,5237,1,471111,606412.5,8687.5,348036,12265,117636,2229,"17,966",-20.61247321
2/14/2021,Iowa,19,329258,219,5236,0,456512,597725,1950,335771,17920,115407,5747,"18,300",-21.30346544
2/13/2021,Iowa,19,329039,474,5236,13,432473,595775,4875,317851,18819,109660,5038,"17,707",-21.83289928
2/12/2021,Iowa,19,328565,1133,5223,27,408578,590900,11700,299032,16436,104622,4636,"16,457",-22.23750562
2/11/2021,Iowa,19,327432,371,5196,22,387370,579200,38825,282596,13622,99986,4336,"15,445",-22.55739207
2/10/2021,Iowa,19,327061,911,5174,29,368759,540375,29825,268974,11515,95650,5125,"14,569",-22.83050391
2/9/2021,Iowa,19,326150,931,5145,35,351803,510550,0,257459,5110,90525,1019,"13,183",-23.08522358
2/8/2021,Iowa,19,325219,629,5110,2,345350,510550,0,252349,14795,89506,2133,"12,555",-23.33357077
2/7/2021,Iowa,19,324590,284,5108,0,328412,510550,0,237554,13117,87373,6733,"10,887",-23.57211565
2/6/2021,Iowa,19,324306,509,5108,41,308527,510550,2700,224437,8744,80640,6388,"10,093",-23.78958885
2/5/2021,Iowa,19,323797,581,5067,34,293377,507850,36650,215693,9177,74252,4851,"9,861",-23.97583162
2/4/2021,Iowa,19,323216,908,5033,58,279252,471200,24375,206516,7274,69401,5167,"9,536",-24.12438688
2/3/2021,Iowa,19,322308,1034,4975,56,266777,446825,31500,199242,4008,64234,3149,"8,940",-24.2342479
2/2/2021,Iowa,19,321274,1087,4919,13,259522,415325,-2575,195234,1225,61085,826,"8,791",-24.31208121
2/1/2021,Iowa,19,320187,779,4906,5,257468,417900,0,194009,3320,60259,1892,"8,752",-24.36383685
1/31/2021,Iowa,19,319408,298,4901,250,252202,417900,0,190689,8152,58367,6043,"8,717",-24.38909573
1/30/2021,Iowa,19,319110,1421,4651,74,237874,417900,19300,182537,7882,52324,5539,"8,252",-24.37468228
1/29/2021,Iowa,19,317689,565,4577,45,224347,398600,7025,174655,5314,46785,6308,"7,677",-24.29003417
1/28/2021,Iowa,19,317124,1010,4532,32,212497,391575,28700,169341,3875,40477,4410,"7,679",-24.09328051
1/27/2021,Iowa,19,316114,1112,4500,8,204196,362875,1300,165466,2671,36067,3520,"7,764",-23.74631939
1/26/2021,Iowa,19,315002,1095,4492,4,197982,361575,100,162795,1350,32547,398,"7,575",-23.22921549
1/25/2021,Iowa,19,313907,767,4488,1,196203,361475,0,161445,3810,32149,1200,"8,177",-22.54964694
1/24/2021,Iowa,19,313140,515,4487,1,191183,361475,0,157635,6490,30949,4523,"8,316",-21.75219959
1/23/2021,Iowa,19,312625,930,4486,8,180110,361475,22525,151145,5503,26426,3997,"7,591",-20.91323266
1/22/2021,Iowa,19,311695,1255,4478,33,170607,338950,10350,145642,6142,22429,5569,"7,089",-20.12094146
1/21/2021,Iowa,19,310440,1653,4445,51,158743,328600,37525,139500,5972,16860,2865,"6,664",-19.45365559
1/20/2021,Iowa,19,308787,1485,4394,62,149850,291075,22075,133528,3486,13995,1366,"5,394",-18.95837796
1/19/2021,Iowa,19,307302,1220,4332,8,144955,269000,0,130042,5497,12629,472,"6,609",-18.63923906
1/18/2021,Iowa,19,306082,931,4324,1,138962,269000,244,124546,5935,12157,496,"6,712",-18.45932069
1/17/2021,Iowa,19,305151,403,4323,2,132245,268756,1158,118610,4188,11661,515,"6,856",-18.36032007
1/16/2021,Iowa,19,304748,821,4321,64,127207,267598,-1402,114423,6367,11147,405,"7,071",-18.2887823
1/15/2021,Iowa,19,303927,1368,4257,6,120983,269000,975,108056,7251,10742,570,"7,431",-18.21226949
